ID,Day,Incidence,Brand,Quantity,Last_Inc_Brand,Last_Inc_Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Promotion_1,Promotion_2,Promotion_3,Promotion_4,Promotion_5,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Segment,Segment_0,Segment_1,Segment_2,Segment_3
200000002,459,1,4,1,0,0,1.47,1.48,2.02,2.21,2.7,0,1,0,0,0,1,1,52,2,159052,2,1,3,False,False,False,True
200000002,468,1,4,2,4,1,1.28,1.36,2.02,2.21,2.68,0,1,0,0,0,1,1,52,2,159052,2,1,3,False,False,False,True
200000002,471,1,4,3,4,1,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0,1,1,52,2,159052,2,1,3,False,False,False,True
200000002,498,1,2,3,0,0,1.19,1.57,2.06,2.21,2.54,0,0,0,0,1,1,1,52,2,159052,2,1,3,False,False,False,True
200000002,508,1,4,1,2,1,1.34,1.88,2.07,2.26,2.49,0,0,0,0,0,1,1,52,2,159052,2,1,3,False,False,False,True
200000002,538,1,4,2,0,0,1.47,1.86,2.07,2.26,2.64,0,1,0,0,0,1,1,52,2,159052,2,1,3,False,False,False,True
200000003,5,1,2,3,0,0,1.59,1.87,1.97,2.09,2.66,0,0,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,173,1,5,1,0,0,1.49,1.5,1.97,2.16,2.49,0,1,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,190,1,5,1,0,0,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,264,1,2,2,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,684,1,2,3,0,0,1.42,1.85,2.06,2.24,2.77,0,0,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,693,1,2,1,2,1,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,694,1,2,2,2,1,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,705,1,2,1,2,1,1.49,1.87,1.99,2.24,2.79,0,0,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,720,1,2,1,2,1,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000003,721,1,2,3,2,1,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,0,0,28,0,113212,1,0,0,True,False,False,False
200000004,55,1,5,1,0,0,1.39,1.9,1.91,2.12,2.62,1,0,1,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,162,1,5,1,0,0,1.39,1.9,1.94,2.16,2.49,1,0,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,175,1,5,1,5,1,1.48,1.5,1.97,2.16,2.49,0,1,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,184,1,5,1,0,0,1.46,1.88,1.97,1.76,2.45,0,0,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,194,1,5,2,5,1,1.35,1.56,1.99,2.16,2.49,0,1,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,211,1,5,1,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,1,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,413,1,5,1,0,0,1.28,1.89,2.02,2.21,2.66,0,0,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,425,1,2,1,0,0,1.34,1.57,2.02,1.98,2.64,0,1,0,1,1,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,433,1,5,1,2,1,1.41,1.57,2.02,2.04,2.65,0,0,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,632,1,5,2,0,0,1.41,1.89,2.11,2.24,2.79,0,1,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000004,725,1,5,1,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,0,0,37,1,119602,0,0,1,False,True,False,False
200000005,51,1,5,1,0,0,1.35,1.87,1.93,2.09,2.59,1,1,1,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,57,1,5,1,5,1,1.39,1.9,1.91,2.12,2.62,1,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,159,1,5,2,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,178,1,5,3,0,0,1.48,1.5,1.99,2.16,2.49,0,0,0,1,1,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,249,1,5,1,0,0,1.46,1.89,1.99,2.15,2.65,0,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,324,1,5,2,0,0,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,352,1,5,1,0,0,1.23,1.81,1.97,2.21,2.66,1,1,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,384,1,5,1,0,0,1.23,1.87,2.02,2.21,2.71,0,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,505,1,5,2,0,0,1.21,1.89,2.07,2.21,2.49,0,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,525,1,5,2,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,543,1,5,2,0,0,1.47,1.56,2.05,2.26,2.59,0,1,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,550,1,5,1,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000005,640,1,5,2,0,0,1.48,1.56,2.0,2.24,2.79,0,0,0,0,0,0,0,49,1,121466,1,2,0,True,False,False,False
200000006,84,1,5,2,0,0,1.47,1.9,1.95,2.12,2.44,0,0,0,0,1,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,151,1,5,1,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,161,1,5,2,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,218,1,5,1,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,276,1,5,2,0,0,1.4,1.89,2.0,2.16,2.64,0,0,0,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,289,1,5,1,0,0,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,331,1,5,2,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,462,1,5,1,0,0,1.35,1.57,2.02,2.21,2.7,0,1,0,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,491,1,2,2,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000006,636,1,1,5,0,0,1.31,1.56,2.0,2.24,2.79,1,1,1,0,0,0,0,39,1,112347,1,2,0,True,False,False,False
200000007,28,1,2,2,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,115,1,2,2,0,0,1.43,1.35,1.99,2.16,2.67,1,1,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,117,1,2,1,2,1,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,154,1,5,1,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,161,1,2,3,5,1,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,192,1,3,1,0,0,1.35,1.88,1.99,2.16,2.19,0,1,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,320,1,1,1,0,0,1.35,1.89,1.98,2.21,2.7,1,1,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,338,1,2,1,0,0,1.4,1.89,2.02,2.21,2.59,0,0,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,392,1,5,2,0,0,1.47,1.89,2.02,1.94,2.7,0,1,0,1,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,460,1,2,1,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,498,1,2,3,0,0,1.19,1.57,2.06,2.21,2.54,0,0,0,0,1,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,532,1,5,1,0,0,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,560,1,4,3,0,0,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,582,1,3,2,0,0,1.34,1.57,2.01,2.24,2.72,0,1,0,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,588,1,3,2,3,1,1.26,1.89,2.06,2.19,2.4,1,0,0,1,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000007,634,1,2,3,0,0,1.31,1.56,2.0,2.24,2.79,0,1,1,0,0,0,0,27,0,125190,2,1,0,True,False,False,False
200000008,46,1,2,3,0,0,1.35,1.58,1.97,2.09,2.59,0,0,1,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,252,1,5,2,0,0,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,264,1,2,1,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,278,1,5,2,2,1,1.37,1.89,2.0,2.16,2.64,0,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,380,1,2,3,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,397,1,2,2,0,0,1.49,1.89,2.02,1.94,2.69,0,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,425,1,2,3,0,0,1.34,1.57,2.02,1.98,2.64,0,1,0,1,1,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,450,1,2,3,0,0,1.47,1.57,2.02,2.21,2.7,0,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,501,1,5,2,0,0,1.21,1.89,2.07,2.21,2.53,1,0,0,0,1,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,519,1,2,2,0,0,1.47,1.51,2.07,1.96,2.64,0,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,538,1,2,1,0,0,1.47,1.86,2.07,2.26,2.64,0,1,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,561,1,2,3,0,0,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,655,1,2,2,0,0,1.26,1.88,2.06,2.24,2.79,1,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,705,1,2,2,0,0,1.49,1.87,1.99,2.24,2.79,0,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000008,721,1,2,2,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,0,0,26,0,131122,1,0,0,True,False,False,False
200000009,41,1,2,2,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,73,1,2,1,0,0,1.39,1.89,1.95,2.12,2.54,1,0,0,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,119,1,2,1,0,0,1.37,1.31,1.99,2.16,2.67,1,0,0,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,357,1,2,1,0,0,1.1,1.81,2.02,2.21,2.67,0,0,0,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,374,1,1,2,0,0,1.21,1.87,2.02,2.21,2.69,1,0,0,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,484,1,2,1,0,0,1.39,1.88,2.01,2.21,2.7,0,0,0,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,537,1,2,1,0,0,1.47,1.86,2.07,2.26,2.66,0,1,0,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,634,1,2,1,0,0,1.31,1.56,2.0,2.24,2.79,0,1,1,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000009,671,1,2,1,0,0,1.42,1.86,2.06,2.24,2.72,0,0,0,0,0,0,0,25,0,108960,0,0,1,False,True,False,False
200000010,60,1,1,3,0,0,1.39,1.9,1.87,2.12,2.62,1,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,66,1,2,5,1,1,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,125,1,1,3,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,151,1,2,3,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,193,1,1,4,0,0,1.35,1.88,1.99,2.16,2.67,0,1,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,220,1,1,2,0,0,1.34,1.89,1.99,2.13,2.67,0,1,0,1,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,259,1,2,3,0,0,1.49,1.57,2.0,2.16,2.64,0,1,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,299,1,2,4,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,422,1,2,3,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,529,1,2,1,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,530,1,2,3,2,1,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,545,1,2,3,0,0,1.46,1.56,2.05,2.26,2.61,1,0,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,637,1,2,5,0,0,1.31,1.56,2.0,2.24,2.79,1,1,1,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,676,1,2,2,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000010,682,1,2,3,2,1,1.34,1.85,2.06,2.24,2.77,1,1,0,0,0,0,0,32,0,69370,0,0,1,False,True,False,False
200000011,43,1,5,2,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,124,1,5,3,0,0,1.39,1.84,1.97,2.16,2.67,1,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,143,1,5,1,0,0,1.21,1.35,1.99,2.16,2.67,1,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,183,1,5,1,0,0,1.46,1.88,1.97,1.89,2.37,1,0,0,1,1,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,189,1,5,3,5,1,1.35,1.88,1.97,2.16,2.11,0,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,215,1,5,1,0,0,1.34,1.89,1.99,2.13,2.67,0,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,219,1,5,2,5,1,1.34,1.89,1.99,2.13,2.67,1,1,0,1,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,225,1,5,1,5,1,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,260,1,5,2,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,280,1,5,2,0,0,1.37,1.89,1.94,2.14,2.64,0,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,283,1,5,1,5,1,1.37,1.89,2.0,2.14,2.64,0,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,308,1,4,1,0,0,1.34,1.89,2.01,2.03,2.68,0,0,0,1,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,341,1,5,3,0,0,1.4,1.89,2.02,2.02,2.6,0,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,348,1,5,5,5,1,1.35,1.89,1.97,2.21,2.61,1,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,378,1,5,1,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,393,1,5,2,0,0,1.47,1.89,2.02,1.94,2.69,0,0,0,1,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,429,1,5,1,0,0,1.34,1.57,2.02,1.98,2.65,0,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,449,1,5,1,0,0,1.47,1.69,2.02,2.21,2.7,0,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,492,1,5,2,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,526,1,5,2,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,535,1,5,3,5,1,1.47,1.86,2.07,2.26,2.66,0,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,542,1,5,1,5,1,1.47,1.56,2.05,2.26,2.27,0,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,562,1,5,1,0,0,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,654,1,5,2,0,0,1.26,1.88,2.06,2.24,2.79,1,1,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000011,704,1,5,3,0,0,1.41,1.85,2.01,2.24,2.79,0,0,0,0,0,0,0,44,1,181262,2,2,0,True,False,False,False
200000012,77,1,5,1,0,0,1.36,1.85,1.95,2.12,2.5,0,1,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,84,1,5,1,5,1,1.47,1.9,1.95,2.12,2.44,0,0,0,0,1,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,99,1,5,1,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,110,1,5,1,5,1,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,118,1,5,3,5,1,1.43,1.31,1.99,2.16,2.67,0,1,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,168,1,5,1,0,0,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,184,1,5,2,0,0,1.46,1.88,1.97,1.76,2.45,0,0,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,190,1,5,3,5,1,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,211,1,5,2,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,1,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,380,1,5,2,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,611,1,5,2,0,0,1.32,1.89,2.06,2.24,2.75,1,0,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,656,1,1,3,0,0,1.26,1.88,2.06,2.24,2.78,1,1,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000012,682,1,5,3,0,0,1.34,1.85,2.06,2.24,2.77,1,1,0,0,0,0,0,50,1,122830,1,1,0,True,False,False,False
200000013,78,1,5,1,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,109,1,2,3,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,146,1,2,3,0,0,1.36,1.35,1.99,2.16,2.64,1,0,0,0,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,160,1,2,4,2,1,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,164,1,2,4,0,0,1.39,1.9,1.94,2.16,2.61,1,0,0,0,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,278,1,2,2,0,0,1.37,1.89,2.0,2.16,2.64,0,0,0,0,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,304,1,5,2,0,0,1.46,1.77,1.97,2.18,2.69,0,0,0,1,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,314,1,1,3,5,1,1.33,1.49,2.01,2.21,2.7,0,1,0,0,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,395,1,2,2,0,0,1.34,1.89,2.02,1.94,2.7,0,1,0,1,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,463,1,3,2,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000013,521,1,2,3,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,0,34,1,116525,0,0,1,False,True,False,False
200000014,10,1,2,1,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,73,1,2,1,0,0,1.39,1.89,1.95,2.12,2.54,1,0,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,92,1,2,1,0,0,1.39,1.46,1.99,2.12,2.4,0,0,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,107,1,2,1,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,277,1,4,3,0,0,1.4,1.89,2.0,2.16,2.64,0,0,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,588,1,2,2,0,0,1.26,1.89,2.06,2.19,2.4,1,0,0,1,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,607,1,2,3,0,0,1.41,1.87,2.06,2.24,2.8,0,0,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,615,1,2,2,2,1,1.48,1.57,2.06,2.24,2.79,0,1,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,635,1,2,4,0,0,1.31,1.56,2.0,2.24,2.79,1,1,1,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,667,1,5,2,2,1,1.41,1.86,2.06,2.24,2.76,0,0,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,673,1,5,1,5,1,1.42,1.86,2.06,2.24,2.76,0,1,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000014,719,1,2,1,0,0,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0,0,0,40,1,76881,0,0,1,False,True,False,False
200000015,117,1,2,3,0,0,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,130,1,1,2,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,132,1,2,2,1,1,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,260,1,2,2,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,262,1,2,1,2,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,496,1,2,1,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,536,1,1,3,0,0,1.47,1.86,2.07,2.26,2.65,0,0,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,542,1,2,2,1,1,1.47,1.56,2.05,2.26,2.27,0,1,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,654,1,2,2,0,0,1.26,1.88,2.06,2.24,2.79,1,1,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000015,659,1,2,3,2,1,1.26,1.88,2.06,2.24,2.74,0,0,0,0,0,1,0,25,0,72188,0,0,1,False,True,False,False
200000016,125,1,2,2,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0,1,0,47,1,110287,1,0,1,False,True,False,False
200000016,199,1,2,2,0,0,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0,1,0,47,1,110287,1,0,1,False,True,False,False
